ssvid,shipname_norm,imo,callsign,vessel_class,flag,length_m,tonnage_gt,engine_power,hours,fishing_hours,hours_HS,fishing_hours_HS,gfw_owner,gfw_owner_address,gfw_owner_flag,,owner,owner_source,corporate_actor,corporate_actor_source,main_company,main_company_flag,subsidiaries_and_affiliates,main_company_and_subsidiaries_source,remarks
416126800,YINGCHINHSIANG101,9230828,BI2564,drifting_longlines,TWN,56.57,599,723.4,3318.31,1869.42,3081.67,1867.08,YING SHENG HSIANG FISHERIES,"ROOM 120 NO.3 YUGANG E. 2ND RD., QIANZHEN DISTRICT",TWN,TRUE,"YING SHEN HSIANG FISHERY CO., LTD",ICCAT: https://www.iccat.int/en/VesselsRecordDet.asp?id=18679,"YING SHEN HSIANG FISHERY CO., LTD",http://www.hoovers.com/company-information/cs/company-profile.ying_shen_hsiang_fishery_co_ltd.89cee4bc2b64c09a.html  https://world-ships.com/company/97a3972ff384c28092c12ac3f49350eb#.XCL-S89Khn4,"YING SHEN HSIANG FISHERY CO., LTD",TWN,NA,NA,Vessel Name: Checked with Marine Traffic
412695490,JINGLUYUAN8,8662672,BZZS9,drifting_longlines,CHN,59.2,698,1176.22,6768.96,3600.98,6267.88,3600.98,PENGLAI JINGLU FISHERIES,"XIESONGYING VILLAGE ,LIUJIAGOU TOWN ,PENGLAI CITY",CHN,TRUE,"PENGLAI JINGLU FISHERIES CO., LTD",GFW,"Penglai Jinglu Fishery Co., LTD",https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=50009249  http://www.jinglu.cn/en/  http://fis.com/fis/companies/details.asp?l=e&filterby=companies&=&country_id=&page=126&company_id=146168&submenu=info,Shandong Huiyang Group,CHN,"Main Company: Shandong Huiyang Group  Partners: Shandong Homey group, Subsidiaries: Penglai Huiyang Food Co and Penglai Jinglu Food Co","https://www.seafoodsource.com/features/china-vows-squid-dominance, https://www.seafoodsource.com/supplier-directory/Shandong-Huiyang-Group, http://www.jinglu.cn/en/",NA
416228700,SHUNYING,NA,BJ5012,drifting_longlines,TWN,23.9,82.68,527.42,4566.58,2988.33,3919.75,2974.68,LIN JIE SIAN,"NO.347, SINGDONG RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN (R.O.C.)",TWN,TRUE,LIN JIE SIAN,GFW,JIE-SIAN LIN,https://world-ships.net/company/a9419674b6720c6606dc50b7ffefb075,NA,NA,NA,NA,World ships link found for owner name but not a corporate actor
800050641,NA,NA,NA,tuna_purse_seines,CHN,52.89,1061.43,712.52,785.62,46.44,59.45,35.29,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
258547000,SLAATTEROY,9147174,LMMS,trawlers,NOR,67.4,1821,6251.75,8742.31,951.55,182.39,143.36,K HALSTENSEN,NA,NOR,TRUE,K HALSTENSEN AS,fiskeridir (norway national registry),K HALSTENSEN AS,https://www.bloomberg.com/profiles/companies/5464537Z:NO-k-halstensen-as   https://www.proff.no/selskap/k-halstensen-as/bekkjarvik/fiske/IG730I50COV/   http://www.hoovers.com/company-information/cs/company-profile.k_halstensen_as.e95b3be71096134a.html,Halstensen Holding AS,NOR,Parent Company: Halstensen Holding AS,https://www.proff.no/roller/k-halstensen-as/bekkjarvik/fiske/IG730I50COV/,NA
368000007,AIB156141801,NA,NA,drifting_longlines,USA,29.61,220.37,400.08,1759.54,1189.31,1759.54,1189.31,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
416002514,CHINGCHUENFA2,NA,BK6947,NA,TWN,22.5,108.56,406.57,562.63,310.74,436.43,303.41,WU FU NAN,NA,TWN,TRUE,"WU, FU-NAM",WCPFC,Palau International Traders Inc.,http://www.pireport.org/articles/2006/10/23/indonesian-fishermen-rescued-near-palau  http://islandtimes.us/long-established-fishing-company-in-palau-urges-delay-of-pnms-implementation/ https://www.facebook.com/pages/Palau-International-Traders-Inc/1526915920854960  https://www.wcpfc.int/node/14633,Palau International Traders Inc.,PLW,NA,NA,Charterer is Palau International Traders Inc.
417001142,BEENU6,NA,NA,drifting_longlines,LKA,20.96,66.46,491.73,2556.62,464.31,1943.8,463.17,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
128000009,300901,NA,NA,NA,NA,22.07,179.29,467.1,1077.89,731.68,1063.11,731.68,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
413236000,KAILI,8607244,BIWV,trawlers,CHN,109.6,7847,5296,5672.79,1952.61,376.92,200.91,SHANGHAI KAICHUANG FISHERIES,"448, GONGQING LU, YANGPU QU, SHANGHAI, 200090, CHINA.",CHN,TRUE,KAICHUANG DEEP SEA FISHERIES,maritime connector,"SHANGHAI KAICHUANG DEEP SEA FISHERIES CO., LTD",https://www.bloomberg.com/profiles/companies/SKDFCZ:CH-shanghai-kaichuang-deepsea-fisheries-co-ltd,"Shanghai Kaichuang Marine International Co., Ltd.",CHN,"Main Company: Shanghai Kaichuang Marine International Co., Ltd.",http://www.skmic.sh.cn/  http://www.hoovers.com/company-information/cs/company-profile.shanghai_kaichuang_deep_sea_fisheries_co_ltd.13fab5740b79a555.html  http://www.hoovers.com/company-information/cs/company-profile.shanghai_kaichuang_marine_international_co_ltd.a5a39a06d2372017.html,Vessel Name: Checked with Marine Traffic
412371203,HUSHUNYU6,8774774,BZU2M,squid_jigger,CHN,59.91,1253,1313.03,8689.16,2650.43,7811.94,2644.99,SHANGHAI HESHUN FISHERIES,"ROOM A, BUILIDNG 1, 1758, LUCHAOGANG LU, PUDONG XINQU, SHANGHAI, CHINA.",CHN,TRUE,"SHANGHAI HESHUN FISHERY (EFFECTIVE 2014-08-06) IMO COMPANY NUMBER 4230968 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,SHANGHAI HESHUN FISHERY CO LTD,https://world-ships.com/company/e2a344b2cc5d0a02242f623533676762#.XBKmWhNKhn4,SHANGHAI HESHUN FISHERY CO LTD,CHN,NA,NA,Only one source can be found for this corporate actor: Vessel Name: Checked with Marine Traffic
664545000,MORNSESELWA,9719800,S7JA,tuna_purse_seines,SYC,79.5,2298,3878.85,4147.58,513.33,1579.75,320.66,MORN SESELWA TUNA CIE,"IFS COURT, 28 EBENE CYBERCITY MAURITIUS",MUS,FALSE,MORN SESELWA TUNA CIE,GFW,MORN SESELWA TUNA CIE,https://opencorporates.com/companies/mu/C122854  https://www.undercurrentnews.com/2014/12/18/sapmer-owner-steps-in-as-ceo-in-management-re-shuffle/,SAPMER - Société Anonyme de Pêche Malgache et Réunionnaise S.A.,REU,Main Company: SAPMER,https://www.undercurrentnews.com/2014/12/18/sapmer-owner-steps-in-as-ceo-in-management-re-shuffle/  https://www.undercurrentnews.com/2018/03/12/sapmers-2017-revenues-leap-on-four-vessel-gain/,NA
416003158,KUNCHICHAI,NA,BK6542,drifting_longlines,TWN,21,41.76,462.52,4632.5,3284.9,3913.66,3272.77,TSAI KUO JEN,"NO.135-1, GUANGQIAN RD., LINBIAN TOWNSHIP, PINGTUNG COUNTY 92746, TAIWAN (R.O.C.)",TWN,TRUE,"TSAI, KUO-JEN",GFW,NA,NA,NA,NA,NA,NA,Nothing found for owner of vessel
367433150,SEADRAGON2,8958411,WCZ5821,drifting_longlines,USA,22.74,142,401.04,8735.65,4134.73,5549.32,3631.78,SEA DRAGON II,"4506 LUAPELE PL, HONOLULU, HI 96818, USA",USA,TRUE,"Sea Dragon II, Inc.",IATTC,"Sea Dragon II, Inc.",https://world-ships.net/company/dc2df58b4e74af067294c3f142a27ecb#.XAQsaJNKjwc,"Sea Dragon II, Inc.",USA,Part of the Hawaii Longline Association,http://files.hawaii.gov/ethics/orgexp/2017/ORG-1958-2017-01_Kfx10-14380.pdf,Vessel Name: Checked with Marine Traffic
533333005,KHAYANG5,NA,NA,drifting_longlines,MYS,29.23,107.62,606.95,7750.38,5293.14,6452.29,4462.17,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Vessel Name: Checked with Marine Traffic
416236200,SHENGTENGQUN66,NA,NA,drifting_longlines,TWN,22.88,58.64,427.03,6946.17,4125.64,4815.43,3988.64,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
224070000,AITAFRAXKU,9212943,EACD,tuna_purse_seines,ESP,38.3,262,705.88,892.06,102.15,122.86,37.34,SAN JUAN DE DIOS,"HENDAIA KALEA, 8 HONDARRIBIA20280 GUIPUZCOA",ESP,TRUE,"San Juan de Dios, CB",ICCAT,"San Juan de Dios, CB",https://guiaempresas.universia.es/SAN-JUAN-DIOS.html  https://www.axesor.es/Informes-Empresas/n/9194784/SAN_JUAN_DE_DIOS_CB.html  https://empresite.eleconomista.es/SAN-JUAN-DIOS.html,"San Juan de Dios, CB",ESP,NA,NA,NA
412329634,LUPENGYUANYU17,NA,BZSD2,squid_jigger,CHN,69.9,1408,1912,4327.24,490.66,2393.28,452.15,ZHOUSHAN SHUNHANG OCEAN,"ROOM 2502, TECHNOLOGICAL REAL ESTATE BUILDING, 2121, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, 316000, CHINA.",CHN,TRUE,"ZHOUSHAN SHUNHANG OCEAN (EFFECTIVE 2013-06-20) IMO COMPANY NUMBER 4231189 NATIONALITY OF REGISTRATION CHINA, PEOPLE'S REPUBLIC OF",GFW,"Zhoushan Shunhang Ocean Fisheries Co., Ltd.",https://panjiva.com/Zhoushan-Shunhang-Ocean-Fisheries-Co-Ltd/26594284   https://world-ships.com/company/4f9a3bc68f439ee78b704748aff261d3#.W-xwdXpKjwc    http://www.chaojixinxi.com/waimaogongsi/show.php?id=466858   https://trade.nosis.com/en/Zhoushan-Shunhang-Ocean-Fisheries-Co-ltd/3309963344/320/p#.W_wz55NKjwc,"Zhoushan Shunhang Ocean Fisheries Co., Ltd.",CHN,NA,NA,Potentially connected to mining Vessel Name: Checked with Marine Traffic
576679000,TUNAGO62,9260225,YJSA2,drifting_longlines,VUT,53.45,498.33,882,7536.54,3501.59,6366.1,3499.3,TUNAGO FISHERIES,P.O.BOX 1640 PORT VILA. VANUATU (TEL.,VUT,TRUE,"TUNAGO FISHERY CO., LTD",GFW,"TUNAGO FISHERY CO., LTD",https://world-ships.net/company/00c3e39b45553e350d90fec186dae313#.W2OrPneZPwc   https://world-ships.net/company/7057910f98f35440c5b934b1b0240564#.XBE4FpNKjwc,"TUNAGO FISHERY CO., LTD",VUT,"Customers: Thai Union, FCF, Bumble Bee, Starkist ; signed a document with 83 other organizations at ISSF to 4 RFMOs",http://pacifictuna.org/fcf-says-tuna-volumes-dropping-with-its-increased-sustainability-focus/    https://iss-foundation.org/eighty-three-organizations-join-together-in-advocating-for-policy-changes-in-tuna-fisheries-in-2017/,NA
412201812,LONGXING625,9036777,BZZP2,drifting_longlines,CHN,48.55,577,876.04,7128.78,4992.71,6970.74,4992.71,DALIAN OCEAN FISHING,ZHONGSHAN DISTRICT,CHN,TRUE,"Dalian Ocean Fishing Co., LTD",GFW,"Dalian Ocean Fishing Co., LTD",https://www.bloomberg.com/profiles/companies/7885341Z:CH-dalian-ocean-fishing-co-ltd   http://www.fis.com/fis/companies/details.asp?l=e&filterby=companies&=&country_id=cn&page=5&company_id=32607&submenu=info  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=78902958,"Dalian Ocean Fishing Co., LTD",CHN,"Subsidiary: Dalian Jinyuanfeng Trade Co., Ltd.",Google search,NA
224049460,BELMA,9183104,EA3192,drifting_longlines,ESP,28.75,275.98,198.48,8674.33,2285.86,7063.3,2227.68,GALLEGA DE PESCA SOSTENIBLE,"AVDA DE LA CORUNA 105-4, RIBEIRA 15960 A CORUNA, SPAIN",ESP,TRUE,Gallega de Pesca Sostenible SL,IATTC,Gallega de Pesca Sostenible SL,https://www.bloomberg.com/profiles/companies/1091236D:SM-gallega-de-pesca-sostenible-sl http://www.infocif.es/ficha-empresa/gallega-de-pesca-sostenible-sl  https://www.einforma.com/informacion-empresa/gallega-pesca-sostenible  https://world-ships.net/company/843ea2f75edf8532405c1e5c3e50d8e8#.XBa8_xNKhn4,Gallega de Pesca Sostenible SL,ESP,NA,NA,NA
431200343,YUKIMARU11,NA,NA,drifting_longlines,JPN,24.92,120.29,493.94,5493.61,2837.11,2511.66,1608.34,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Vessel Name: Checked with Marine Traffic
416005571,HSIANGFA8,NA,NA,squid_jigger,TWN,87.34,1323.51,2769.2,2671.22,389.59,1461.99,377.77,HAI YUAN TSAI FISHERIES,"46, YUGANG N 1ST ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN,TRUE,"Hsiang Fa Fishery Company, Ltd.",IATTC,"Hsiang Fa Fishery Company, Ltd.",https://world-ships.net/company/b49a96e1face380510844ccf4d603a1c#.XPGfgVNKhn4,"Hsiang Fa Fishery Company, Ltd.",TWN,NA,NA,NA
367563420,FINETUNA,NA,WDG7052,drifting_longlines,USA,17.57,89.94,514.27,2057.6,518.83,325.15,190.97,CORDEIRO MARKNEIL,PO BOX 665,USA,TRUE,"cordeiro, mark n",FCC,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel: Vessel Name: Checked with Marine Traffic
368055000,EAGLEEYE,NA,WST3794,drifting_longlines,USA,22.84,139.71,268.64,3850.4,333.52,391.34,230.31,THE EAGLE EYE FISHING,240 CAUSEWAY,USA,TRUE,EAGLE EYE FISHING CORP,FCC,Eagle Eye Fishing Corporation,https://www.manta.com/c/mm4fqjv/eagle-eye-fishing-corporation    https://www.linkedin.com/company/eagle-eye-fishing-corp/about/,Malcolm MacLean/Eagle Eye Fishing Corporation,USA,Malcolm MacLean,https://www.leagle.com/decision/innyco20121017541 http://www.southcoasttoday.com/article/20000804/News/308049996 http://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=1555094,"Malcolm MacLean is an owner of many vessels with LLC's for each vessel, he is the sole owner of these companies: address is a personal home   ""240 CAUSEWAY
LAWRENCE, NY 11559 "" Malcolm MacClean's company"
416005506,JIINTAHORNG101,NA,NA,squid_jigger,TWN,65.87,798.16,1554.07,4484.98,1218.39,4003.27,1215.63,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
412440029,FUYUANYU557,8820509,BZ6US,drifting_longlines,CHN,55.6,619,1176,1900.74,1091.02,1680.49,1076.93,FUZHOU HONGLONG OCEAN FISHING,"18-19TH FLOOR, TOWER A, ZHONGSHAN MANSION, 154, HUDONG LU, GULOU QU, FUZHOU, FUJIAN, 350003, CHINA.",CHN,TRUE,Pingtan Marine Enterprise Ltd.,https://www.ptmarine.com/fishing-operations/our-vessels,PME - Pingtan Marine Enterprise Ltd.,http://fis.com/fis/companies/details.asp?l=e&filterby=companies&company=Pingtan%20Marin&page=1&company_id=164733&country_id=   https://www.ptmarine.com/,PME - Pingtan Marine Enterprise Ltd.,CHN,"subsidiaries: Global Deep Ocean Fishing (Pingtan) Industrial Limited Company, Merchant Supreme Co., Ltd.",https://www.ptmarine.com/contact,NA
412440153,FUYUANYU877,8685351,BZ6UX,squid_jigger,CHN,62.55,742,991.49,4637.52,351.32,3073.91,351.32,FUJIAN LIANJIANG FARSEA,"BEIJIAOCUN, TAILUZHEN, LIANJIANG XIAN, FUJIAN, CHINA.",CHN,TRUE,FUJIAN LIANJIANG FARSEA,GFW,FUJIAN LIANJIANG FARSEA FISHERY CO LTD,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=327898974 https://www.bloomberg.com/profiles/companies/FLCCOZ:CH-fujian-lianjiang-far-sea-fishery-co-ltd  https://world-ships.net/company/03e48670146338ba5d946263c5a7ed98#.XCMPV3eZNn4,"China Ocean Resources Co., Ltd.",HKG,Parent Company: China Ocean Resources Limited,http://www.theinvestor.co.kr/view.php?ud=20160803000316  https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=32531104,NA
416002632,RUEYISHYANG8,8778938,BJ4853,drifting_longlines,TWN,28.6,98,618.43,7069.56,5819,3473.28,2731.31,HUNG J Y,"7F., NO.6, LN. 105, DESIN ST., NANZIH DISTRICT, KAOHSIUNG CITY 811, TAIWAN",TWN,TRUE,"HUNG, JIN-YU",WCPFC,JIN-YU HUNG,https://world-ships.com/company/3ca354a3845fa144edb18263b34f3edd#.XCf2089Kjwc,NA,NA,NA,NA,World ships link found for owner name but not a corporate actor: Vessel Name: Checked with Marine Traffic
740353000,ARGOSPEREIRA,8600430,ZDLO1,trawlers,FLK,73.73,2327,2459.55,5566.74,2493.9,464.89,179.15,ARGOS PEREIRA,NA,FLK,TRUE,Argos Pereira Ltd,CCAMLR,Argos Pereira Ltd,https://www.bloomberg.com/profiles/companies/3801028Z:SM-argos-pereira-espana-sl     http://www.maritime-database.com/company.php?cid=297122     http://www.penguin-news.com/index.php/headlines/all-headlines/17-fishing/94-argos-pereira-fined-20k-for-albatross-death     http://www.infocif.es/ficha-empresa/argos-pereira-espana-sl,Armadora Pereira S.A.,ESP,http://webcache.googleusercontent.com/search?q=cache:http://xbee.world/wp-content/uploads/2017/08/eng-armadora-pereira.pdf,http://webcache.googleusercontent.com/search?q=cache:http://xbee.world/wp-content/uploads/2017/08/eng-armadora-pereira.pdf,Conflicting flags: flag is UK on CCAMLR      Argos Pereira owned by armadora pereira SA. Discovered through webcached document and image on infocif link
431006558,SHOEIMARU,NA,NA,drifting_longlines,JPN,28.68,247.3,545.79,2845.21,246.16,192.38,131.68,NA,NA,NA,FALSE,KAZUAKI MATSUMOTO,IOTC,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel
431501795,WAKASHIOMARU33,NA,NA,drifting_longlines,JPN,28.53,150.39,581.21,6193.85,3057.06,4097.85,2739.93,NA,NA,NA,FALSE,KAIYO BUSAN KABUSHIKI KAISHA,WCPFC,KAIYO BUSAN KABUSHIKI KAISHA,http://www.hoovers.com/company-information/cs/company-profile.kaiyo_bussan_kk.121671bdfec2e3f7.html   http://maritime-database.com/company.php?cid=305512,Kaiyo Bussan KK,JPN,NA,NA,Vessel Name: Checked with Marine Traffic
510073000,QUEENALEXANDRA959,9703253,V6PQA2,tuna_purse_seines,FSM,79.5,1893,3357,7839.09,1200.83,1064.89,201.98,CITYPRO MANAGEMENT,"P.O. BOX 1833 KOLONIA, POHNPEI STATE FSM 96941",FSM,TRUE,City Pro Management Limited,WCPFC,"FSM Micronesian Fishing Venture, Inc.",https://www.fis.com/fis/companies/details.asp?l=e&filterby=species&=&country_id=&page=4&company_id=156465  https://world-ships.net/company/a541031ef71ed8caeb711626c0c6c332#.W0vhjNhKjwc,Luen Thai Fishing Venture Ltd. (LTFV),HKG,Main Company: Luen Thai Fishing Venture Ltd. (LTFV) - Group Headquarters,https://www.fis.com/fis/companies/details.asp?l=e&filterby=species&=&country_id=&page=4&company_id=156465,Address of City Pro matches FSM Micronesian Fishing Venture
413322770,LURONGYUANYU30,NA,1715,drifting_longlines,CHN,33.93,191,455.14,8467.3,5978.82,1092.7,1006.91,NA,NA,NA,FALSE,SHANDONG LIDAO OCEANIC TECHNOLGY CO.LTD.,WCPFC,Shandong Lidao Oceanic Technology Co Ltd,http://en.shizaobao.cn/   https://www.bloomberg.com/profiles/companies/0476767D:CH-shandong-lidao-ocean-technology-co-ltd    https://panjiva.com/Shandong-Lidao-Oceanic-Technology-Co-Ltd/26596983    https://www.bloomberg.com/profiles/companies/1400152D:CH-shandong-lidao-oceanic-technology-co-ltd    https://cn.kompass.com/c/shandong-lidao-oceanic-technology-co-ltd/cn218315/,Shandong Lidao Oceanic Technology Co Ltd,CHN,NA,NA,NA
416891000,CHINHSIANGMING,8661214,BH3138,drifting_longlines,TWN,48.7,464,853.17,7602.94,6180.45,7602.94,6180.45,CHIN HSIANG MING FISHERIES,"CARE OF OCEAN TREASURE SEAFOOD CO LTD , ROOM 118, 1ST FLOOR, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN,TRUE,LIU HSIANG MING,CCSBT,CHIN HSIANG MING FISHERY CO,https://world-ships.com/company/bbd3d9229dc1fe439b61bdfbba3cc7c7#.XA6fjpNKjwc,"Ocean Treasure Seafood CO., LTD.",TWN,Main Company:  Ocean Treasure Seafood Co,https://world-ships.com/company/bbd3d9229dc1fe439b61bdfbba3cc7c7#.XA6fjpNKjwc http://www.hoovers.com/company-information/cs/company-profile.ocean_treasure_co_ltd.55898a10756909cf.html  http://portal.infospectrum.net/searchorder/GoogleCompanySearch.aspx?CompanyId=110140    http://www.taiwanexporter.net/frozenseafood/oceantreasure.html https://oceantreasure.en.taiwantrade.com/product-catalog/all-products.html?page=1&rows=20&productType=&sidx=&sord=&listDisplayMode=detail,"Assuming Ocean Treasure Foods = Ocean treasure Seafood address is different but is similar    Address for CHIN JIN MING, CHIN JEN WEN, CHIN SIANG WEN, CHIN HSIANG MING, Yuan Bao 888, Chin Chang Ming all the same"
431301296,AYAMARU58,NA,NA,drifting_longlines,JPN,16.48,143.77,139.76,4647.37,1785.16,738.23,571.18,YOSHIAKI YAMAGUCHI,NA,JPN,TRUE,YOSHIAKI YAMAGUCHI,GFW,NA,NA,NA,NA,NA,NA,Nothing found on owner for vessel
416002441,HAICHINEHSING,8777726,BJ4799,drifting_longlines,TWN,25.29,79.65,447.6,7001.28,5966.64,6753.98,5966.64,NI HUI LING,"NO.250, BO-AI ST., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN",TWN,TRUE,NI H-L (EFFECTIVE 2004-10-01) IMO COMPANY NUMBER 4231609 NATIONALITY OF REGISTRATION CHINESE TAIPEI,GFW,HUI-LING NI,https://world-ships.com/company/3357e223b90843b9f7b699702bf4253d#.XCa38M9Kjwc,NA,NA,NA,NA,World ships link found for owner name but not a corporate actor
416167900,HAOCHING101,8674871,BH3370,drifting_longlines,TWN,47.08,350,824.52,8303.65,6021.63,7955.78,6007.67,HSIA FU SHUI,"45, KAIXUAN 2ND ROAD, LINGYA DISTRICT, KAOHSIUNG CITY, 80276, CHINA, REPUBLIC OF (TAIWAN)",TWN,TRUE,HAO CHING OCEAN ENTERPRISE CORP.,CCSBT:https://www.ccsbt.org/ja/vessel/16997,HAO CHING OCEAN ENTERPRISE CORP.,http://www.hoovers.com/company-information/cs/company-profile.hao_ching_ocean_enterprise_corp.768c7afe7122b837.html  https://world-ships.net/company/ac5115694840d6cc8c40e19e62b6f057#.XAwVeJNKjwc,HAO CHING OCEAN ENTERPRISE CORP.,TWN,NA,NA,Vessel Name: Checked with Marine Traffic
440684000,GLORIA1,8827583,6MOR,squid_jigger,KOR,55.02,951,1176,3897.55,1127.63,1566.74,443.74,INSUNG,"INSUNG BUILDING, 27, DOKSEODANG-RO, YONGSAN-GU, SEOUL, 04410, SOUTH KOREA.",KOR,TRUE,SAM YOUNG FISHERIES,maritime connector,"Sam Young Fisheries Co., Ltd.","https://es.panjiva.com/Sam-Young-Fishery-Co/2041920  https://www.tradekorea.com/companies/Sam_Young_Fisheries_Co.,_Ltd..html  http://syfishery.co.kr/en/  https://world-ships.com/company/20022dc17970bddb1112b20cafad440c#.XBcFlBNKhn4","Sam Young Fisheries Co., Ltd.",KOR,NA,NA,NA
368144000,KILAUEA,NA,WDF4959,drifting_longlines,USA,21.95,89,406.01,6332.2,2169.74,2660.2,1712.46,F V KILAUEA,"PO BOX 3345, HONOLULU, HI 96801-3345, USA",USA,TRUE,Kilauea Inc.,IATTC,Kilauea Inc.,https://www.pacermonitor.com/public/case/7703717/Johnson_et_al_v_The_FV_Kilauea    https://www.gpo.gov/fdsys/pkg/USCOURTS-hid-1_15-cv-00065/pdf/USCOURTS-hid-1_15-cv-00065-0.pdf,Kilauea Inc.,USA,Part of the Hawaii Longline Association,http://files.hawaii.gov/ethics/orgexp/2017/ORG-1958-2017-01_Kfx10-14380.pdf,NA
416081500,FONGCHUN136,NA,NA,drifting_longlines,TWN,51.72,633.67,791.87,7540.19,4804.75,6480.99,4804.75,FONG CHUN FISHERIES,"ROOM 328, 3RD FLOOR, 3, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80672, CHINA, REPUBLIC OF (TAIWAN)",TWN,TRUE,"YING CHUN FISHERY CO., LTD.",WCPFC,"YING CHUN FISHERY CO., LTD.",http://www.hoovers.com/company-information/cs/company-profile.ying_chun_fishery_co.e98ace4dba1af53b.html,"FONG CHUN FISHERY CO., LTD",TWN,"Main Company: Fong Chun Fishery Co., Ltd","address matched Rm 328, 3F, 3, Yu Kang E. 2nd Rd.,

Kaohsiung City, 80672  Taiwan   http://www.info-clipper.com/en/company/taiwan/fong-chun-fishery-co-ltd.twdav0i8l.html",Corporate actor is possibly FCF Fishery; Vessel Name: Checked with Marine Traffic
990129013,V9901290137,NA,NA,drifting_longlines,NA,42.75,516.17,541.85,908.65,1.27,908.65,1.27,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
440933000,ORYONG708,8709092,AD,drifting_longlines,KOR,50.46,436.81,831.23,8735.95,4072.68,8272.85,4072.68,SAJO INDUSTRIES,"(MR.GAP-SOOK, LEE) #157, 2GA, CHOOGJEONG-RO, SEODAEMUN-GU, SEOUL, KOREA",KOR,TRUE,"SAJO INDUSTRIES CO., LTD.",WCPFC,"SAJO INDUSTRIES CO., LTD.",http://www.fis.com/fis/companies/details.asp?l=e&company_id=48048,Sajo Group,KOR,Subsidiary: Dongah Argentina SA   Branches:Sajo America Inc.,http://substandard.sub.jp/sajo_g_green.pdf   http://www.fis.com/fis/companies/details.asp?l=e&company_id=48048,NA
431200060,EISEIMARU8,9087790,JEED,pole_and_line,JPN,58.6,499,1343.06,7419.35,2153.37,4508.45,1800.2,EISEI MARU,"559-1,HEDA,NUMAZU-SHI,SHIZUOKA,JAPAN",JPN,TRUE,"EISEI MARU CO.,LTD",WCPFC,Ishihara Marine Products Co. Ltd.,http://www.worldfishing.net/news101/industry-news/japans-pole-and-line-fishery-gets-msc-assessment,Ishihara Marine Products Co. Ltd.,JPN,"Subsidiaries: Ishihara Marine Station, Eyaizu.net",http://www.fis.com/fis/companies/details.asp?l=e&company_id=168264,NA
257105000,GOSARS,9260316,LMEL,trawlers,NOR,58.45,4067,2453.38,8332.63,1917.79,479.61,243.84,HAVFORSKNINGSINSTITUTTET,NA,NOR,TRUE,HAVFORSKNINGSINSTITUTTET,GFW,HAVFORSKNINGSINSTITUTTET,https://www.hi.no/hi,RESEARCH/GOVERNMENT,NA,NA,NA,NA
377907277,RICOS3,NA,NA,drifting_longlines,VCT,37.55,277.79,688.13,7956.42,6250.99,7795.43,6249.14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
367418820,CAPTAINKENNETH,NA,WDE9574,drifting_longlines,USA,23.71,125,382.99,1582.3,1057.16,863.63,695.14,NA,NA,NA,FALSE,Captain Kenneth Inc.,IATTC,Captain Kenneth Inc.,https://world-ships.net/company/84483fa2980e651f8a381cd6999953d3#.XALI0ZNKjwc,Captain Kenneth Inc.,USA,Part of the Hawaii Longline Association: Address is affiliated with Marin Tower,http://files.hawaii.gov/ethics/orgexp/2017/ORG-1958-2017-01_Kfx10-14380.pdf,same address as above: Limited Information on corporate actor
412596353,LIAOYUANYU353,NA,NA,tuna_purse_seines,CHN,51.28,892.19,735.23,4558.04,991.09,2907.04,978.75,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Vessel Name: Checked with Marine Traffic
